RAUMCODE;RAUMBEZEICHNUNG
BZ0323;Botaniklabor
BZ0324;Gang
BZ0325;Sammlung- Lager
BZ0329;Mikroskopie
BZ0331;Mikroskopie
BZ0332;Bibliothek
BZDG13;Technik
BZDG14;Technik
BZDG17;Technik
BZDG18;Technik
BZDG19;Technik
BZDG20;Vorraum
BZDG20A;Maschinenraum Aufzug
BZEG01;Maldi-Ms-Labor
BZEG02;Büro
BZEG05;Probenvorbereitung
BZEG06;Gang
BZEG07;Microfluidics Lab.
BZEG11;Cell Culture Lab.
BZEG13;Organ-on-a-Chip Lab.
BZEG13A;Organ-on-a-Chip Lab.
BZEG16A;1 WC
BZEG16B;1 WC
BZEG17;Durchfahrt
BZEG19;Büro HTU
BZEG20;Stiege 1
BZEG23;Seminarraum Genie EG 164/2
BZEG23A;Dunkelkammer
BZEG23B;WC Behinderte
BZEG24;Gang
BZEG27;Büro HTU
BZEG31;Büro HTU
BZEG32;Sozialraum / Küche HTU
BZU101;Haustechnik
BZU102;Haustechnik
BZU105;Lager
BZU106;Gang
BZU111;Lager
BZU112;Gang
BZU113;Werkstatt
BZU113A;Werkstatt
BZU117;Lager
BZU119;Pflanzenzucht
BZU120;Stiege
BZU120A;Aufzug
BZU120B;EDV-Verteiler unter Stiege
BZU123;Botaniklabor
BZU124;Gang
BZU125;Messraum
BZU129;Chemiekalienlager
BZU129A;Brennb. Flüssigkeiten
BZU131;Kältebox
BZU132;Vorraum Kältebox
CA0101;Stiege 1 / Halle
CA0102;Labor
CA0106;Labor
CA0109;Aufzug
CA0109A;Schleuse
CA0109B;Gang
CA0109C;Aufzug
CA0110;Büro
CA0112;Reinraum
CA0113;Labor
CA0114A;Reinraum
CA0115;Büro
CA0117;Büro
CA0118;Labor
CA0118A;Labor
CA0119;Büro
CA0120;Labor
CA0121;Büro Prof.
CA0122;Messlabor
CA0123;Sekretariat
CA0126;Plasmalabor
CA0127;Bibliothek
CA0129;Büro Prof.
CA0130;Grauraum
CA0131;Büro
CA0132;Teeküche
CA0133;Büro
CA0134;Büro
CA0135;Büro
CA0136;Labor
CA0137;Büro
CA0138;Seminarraum 351
CA0139;Büro
CA0141;Labor 6 Elektromechanik
CA0143;2 Aufzüge
CA0146;Stiege 2 / Halle
CA01E1;E-Verteiler
CA01E2;E-Verteiler
CA01T1;Technikschacht 1
CA01T2;Technikschacht 2
CA0201;Stiege 1 / Halle
CA0202;Büro Diss.
CA0204;Büro Prof.
CA0206;Büro Ass.
CA0206A;Vorraum
CA0208;Computerlabor
CA0209;Aufzug
CA0209A;Schleuse
CA0209B;Gang
CA0209C;Aufzug
CA0213;Büro
CA0214;Besprechungszimmer
CA0215;Roboterlabor
CA0217;Roboterlabor
CA0218;Labor, Büro
CA0219;Büro
CA0222;Büro
CA0223;Büro
CA0224;Mikrocomputer
CA0225;Bürotechnik, Lager
CA0227;Büro
CA0229;Büro
CA0230;Büro
CA0231;Büro Prof.
CA0232;Labor Messtechnik
CA0235;Sekretariat
CA0237;Sekretariat
CA0238;Küche
CA0239;Büro Prof.
CA0240;Labor
CA0242;Büro Prof.
CA0243;2 Aufzüge
CA0246;Stiege 2 / Halle
CA02E1;E-Verteiler
CA02E2;E-Verteiler
CA02T1;Technikschacht 1
CA02T2;Technikschacht 2
CA0301;Stiege 1 / Halle
CA0302;Bibliothek
CA0308;Büro Ass.
CA0308A;Vorraum
CA0309;Aufzug
CA0309A;Schleuse
CA0309B;Gang
CA0309C;Aufzug
CA0310;Sozialraum
CA0310A;Vorraum/Küche
CA0312;Geräteraum
CA0313;Besprechungszimmer
CA0316;Büro Vertr.Bed.
CA0317;Büro
CA0318;Bildverarbeitung / Labor
CA0319;Büro Prof.
CA0322;Seminarraum 121
CA0323;Sekretariat
CA0325;Büro Ass.
CA0327;Büro Ass.
CA0329;Büro Ass.
CA0331;Büro Ass.
CA0333;Büro Ass.
CA0334;Zeichensaal
CA0335;Büro
CA0339;Etagenverteiler
CA0343;2 Aufzüge
CA0346;Stiege 2 / Halle
CA03E1;E-Verteiler
CA03E2;E-Verteiler
CA03T1;Technikschacht 1
CA03T2;Technikschacht 2
CA0401;Stiege 1 / Halle
CA0402;Messtechnik Labor 1
CA0406;Messtechnik Labor 2
CA0409;Aufzug
CA0409A;Schleuse
CA0409B;Gang
CA0409C;Aufzug
CA0410;Messtechnik Labor 3
CA0413;Büro
CA0414;Büro
CA0415;Büro
CA0416;Büro
CA0417;Büro Prof.
CA0418;Büro
CA0420;Büro
CA0421;Sekretariat
CA0422;Besprechungszimmer
CA0423;Büro
CA0424;Büro
CA0425;Optisches Labor
CA0426;EI Computerlabor 8
CA0427;Labor
CA0431;Labor
CA0434;Büro
CA0435;Büro
CA0436;Büro
CA0437;Büro
CA0438;Büro
CA0439;Büro
CA0440;Serverraum
CA0441;Büro
CA0442;Büro
CA0443;2 Aufzüge
CA0446;Stiege 2 / Halle
CA04E1;E-Verteiler
CA04E2;E-Verteiler
CA04T1;Technikschacht 1
CA04T2;Technikschacht 2
CA0501;Stiege 1 / Halle
CA0502;Büro
CA0506;Büro
CA0509;Aufzug
CA0509A;Schleuse
CA0509B;Gang
CA0509C;Aufzug
CA0510;EDV Labor 1
CA0513;Betreuer
CA0514;EDV Labor 2
CA0515;Büro
CA0517;EDV-Labor 4
CA0518;EDV Labor 3
CA0520;Büro
CA0521;Sekretariat
CA0522;Büro
CA0523;Bürotechnik
CA0524;Büro
CA0525;Büro Prof.
CA0526;IAT Dip.-Lab.
CA0527;CDS-Labor
CA0528;IAT Dipl.-Labor
CA0529;CDS-Labor
CA0531;CDS-Labor
CA0532;Büro
CA0533;Büro
CA0535;Labor
CA0536;Büro
CA0537;Büro
CA0538;Büro
CA0539;Büro
CA0540;Büro
CA0541;Büro
CA0542;Büro
CA0543;2 Aufzüge
CA0544;Büro
CA0546;Stiege 2 / Halle
CA05E1;E-Verteiler
CA05E2;E-Verteiler
CA05T1;Technikschacht 1
CA05T2;Technikschacht 2
CA0601;Stiege 1 / Gang
CA0601A;Terrasse
CA0609;Aufzug
CA0609A;Schleuse
CA0609C;Aufzug
CA0637;Kühlturmraum
CA0643;Triebwerksraum
CA06E1;E-Verteiler
CA06T1;Techn. Schacht
CA06T2;Technikschacht
CAEG01;Stiege 1 / Halle
CAEG06;Windfang
CAEG09;Aufzug
CAEG09A;Schleuse
CAEG09C;Aufzug
CAEG10;Portierloge
CAEG10A;Portiere Teeküche
CAEG14;Windfang
CAEG17;EI 9 Hlawka HS
CAEG18;Gang
CAEG29;Lager (Veranstaltung)
CAEG31;EI 10 Fritz Paschke HS
CAEG41;Erste Hilfe Raum
CAEG41A;Lager (Reinigung)
CAEG43;2 Aufzüge
CAEG44;Stiege
CAEG46;Stiege 2 / Halle
CAEGE2;E-Verteiler
CAEGT2;Technikschacht 2
CAU101A;Stiege 1 / Halle
CAU102;Traforaum
CAU103;Raum f.Wasserenth.
CAU106;Traforaum
CAU108;Hochspannungsraum
CAU108A;Traforaum
CAU109;Aufzug
CAU109A;Schleuse
CAU109B;Gang
CAU109C;Aufzug
CAU110A;Haustechnik
CAU112A;WC Herren
CAU113;Lüftung Garage
CAU113A;Waschraum Damen
CAU114A;Vorraum
CAU115A;Waschraum Herren
CAU116;Niederspannungsraum
CAU117;Stiege
CAU119;EDV-Verteiler
CAU121;Lager
CAU123;Lager
CAU125;Personal-Garderobe
CAU127;Lager
CAU127A;EDV-Verteiler
CAU130;Gleichrichter
CAU131;Lager
CAU132;Batterieraum
CAU132A;Schleuse
CAU135;Sozialraum
CAU137;Lüftung
CAU138;Werkstatt
CAU142;Werkstatt
CAU143;2 Aufzüge
CAU146;Stiege 2 / Halle
CAU150A;Verbindungsgang
CAU152;TU.it Serverraum 1
CAU154;TU.it Serverraum 2
CAU154A;Schleuse
CAU156;Institutsserver
CAU1E1;E-Verteiler
CAU1E2;E-Verteiler
CAU1T1;Technikschacht 1
CAU1T2;Technikschacht 2
CAU201;Boilerraum
CAU201A;Stiege 1 / Halle
CAU201B;Hochspannungsraum
CAU202;Zugang Oelgruben
CAU206;Lager
CAU206A;Gang
CAU208A;Lager
CAU209;Aufzug
CAU209A;Schleuse
CAU209B;Gang
CAU209C;Aufzug
CAU210;Messkeller
CAU213;Luftfilteranlage
CAU217;Schleuse
CAU219;Plotterraum
CAU221;Lager
CAU225;Inst.-Server
CAU229;Magazin
CAU233;Magazin, Landesverm.
CAU237;Lüftung
CAU241;Lüftung Garage
CAU243;2 Aufzüge
CAU246;Stiege 2 / Halle
CAU248;Magazin Photogramm.
CAU252;TU.it Serverraum 1
CAU254;TU.it Serverraum 2
CAU254A;Helium-Rückführung
CAU256;Institutsserver
CAU2E1;E-Verteiler
CAU2E2;E-Verteiler 2
CAU2T1;Technikschacht 1
CAU2T2;Technikschacht 2
CB0102;Seminarraum 366-MST
CB0103;WC Herren
CB0103A;Gang
CB0105;WC Damen
CB0105A;WC Personal
CB0106;Besprechungsraum
CB0107;Büro
CB0107A;Gang
CB0108;Büro
CB0109;Sekretariat
CB0110;Kopierraum
CB0111;Büro Prof.
CB0112;Büro
CB0114;Büro
CB0115;Bibliothek E351
CB0116;Büro
CB0118;Büro
CB0120;Büro
CB0121;Büro
CB0122;Labor 4 Magnetismus
CB0123;Büro
CB0125;Faradayraum
CB0125A;Vorraum, Lager
CB0128;Stiege 3 / Halle
CB01E3;E-Verteiler
CB01T3;Technikschacht 3
CB0202;Büro
CB0203;WC Herren
CB0203A;Gang
CB0204;Besprechungsraum
CB0204A;Vorraum
CB0205;WC Damen
CB0205A;WC Personal
CB0206;Büro
CB0207;Büro Prof.
CB0207A;Gang
CB0208;MEMS-Labor LPCVD
CB0210;MEMS-Labor Gelblicht
CB0211;Sekretariat
CB0212;MEMS-Labor Chemie
CB0214;Bibliothek
CB0215;Besprechungszimmer
CB0216;Büro
CB0218;Büro
CB0219;Büro
CB0220;Büro
CB0221;Büro
CB0223;Büro
CB0224;Büro
CB0225;Etagenverteiler
CB0226;Büro Prof.
CB0228;Stiege 3 / Halle
CB02E3;E-Verteiler
CB02T3;Technikschacht 3
CB0302;Fachschaft
CB0303;WC Herren
CB0303A;Gang
CB0305;WC Damen
CB0305A;WC Personal
CB0306;Büro
CB0307;Büro
CB0308;Seminarraum 124
CB0309;Büro
CB0311;Büro
CB0313;Büro
CB0314;Büro
CB0315;Büro
CB0316;Gemeinschaftsr. , Bibliothek
CB0317;Sekretariat
CB0319;Büro
CB0320;Büro
CB0321;Büro
CB0322;Büro
CB0323;Sekretariat
CB0324;Besprechungsraum
CB0325;Serverraum
CB0326;Büro
CB0328;Stiege 3 / Halle
CB03E3;E-Verteiler
CB03T3;Technikschacht 3
CB0402;ODO Struger Labor
CB0403;WC Herren
CB0403A;Gang
CB0405;WC Damen
CB0405A;WC Personal
CB0407;Büro Prof.
CB0411;Sekretariat
CB0412;Labor 2 Dipl.
CB0413;Büro
CB0414A;Abstellraum
CB0415;Büro
CB0416;Labor 1 (CDS)
CB0417;Büro
CB0419;Büro
CB0421;Büro
CB0423;Büro
CB0424;Werkstatt
CB0425;Besprechung / Bibliothek
CB0426;Büro
CB0428;Stiege 3 / Halle
CB0502;Terrasse
CB0503;WC Herren
CB0503A;Gang
CB0505;WC Damen
CB0505A;WC Personal
CB0507;Büro
CB0509;Büro
CB0513;Büro Ass.
CB0515;Büro Ass.
CB0517;Sekretariat
CB0519;Büro Ass.
CB0521;Büro
CB0523;Bibliothek
CB0525;Besprechungsraum
CB0528;Stiege 3 / Halle
CB0601;Begehbares Dach
CBEG02;Seminarraum 387
CBEG03;WC Herren
CBEG03A;Gang
CBEG05;WC Damen
CBEG05A;WC Personal
CBEG07;Büro
CBEG09;Büro Prof.
CBEG10;Büro
CBEG11;Büro
CBEG12;Büro
CBEG13;Büro
CBEG14;Büro
CBEG15;Laserlabor
CBEG16;Büro
CBEG18;Büro
CBEG19;Laserlabor
CBEG20;Büro
CBEG22;Büro
CBEG23;Laserlabor
CBEG24;Büro
CBEG26;Büro
CBEG28;Stiege 3 / Halle
CBEGE3;E-Verteiler
CBEGT3;Technikschacht 3
CBU102;Labor
CBU103;WC Herren
CBU103B;Gang
CBU105;WC Damen
CBU105A;WC Personal
CBU106;Labor
CBU107;Büro
CBU111;Büro
CBU114;Klimaraum
CBU116;Werkstatt
CBU119;Büro
CBU120;Werkstatt
CBU123;Präp.-Raum
CBU124;Werkstatt, Wasserzähler
CBU125;Laser-Supply
CBU128;Stiege 3 / Halle
CBU1E3;E-Verteiler
CBU1T3;Technikschacht 3
CBU202;Klimazentrale
CBU203;Schleuse zur Garage
CBU203A;Gang
CBU205;Lagerraum, Batterieladeraum
CBU207;Labor
CBU207A;Schleuse
CBU209A;Gang
CBU212;Werkstatt
CBU214;Kompressor, Maschinen
CBU216;Labor
CBU219A;Schleuse
CBU220;Teraherzlabor
CBU221A;Schleuse
CBU228;Stiege 3 / Gang
CBU229;Schleuse
CBU2E3;E-Verteiler 3
CBU2T3;Technikschacht 3
CC0101;Labor 3 Elektrobiologie
CC0101A;Gang
CC0109;Labor 2 E.-Physiologie
CC0113;Lab. BioMed. Sensorik 2
CC0115;Lab. BioMed. Sensorik 1
CC0117;Labor 1 Übungslabor
CC0129;Stiege 4 / Halle
CC0131A;WC Damen
CC0131C;Aufzug
CC0133;WC Herren
CC0201;Labor
CC0201A;Gang
CC0203;Labor
CC0205;EDV-Labor
CC0207;Sozialraum
CC0207A;Gang
CC0209;Büro
CC0211;Übungslabor
CC0215;Büro
CC0215A;Gang
CC0217;Büro
CC0219;Labor
CC0223;Büro
CC0225;Labor
CC0229;Stiege 4 / Halle
CC0231;Technikschacht
CC0231A;WC Damen
CC0231C;Aufzug
CC0233;WC Herren
CC0301;Serverraum
CC0301A;Gang
CC0303;Büro
CC0305;Büro
CC0307;Büro
CC0309;Photogramm.-Labor
CC0317;Büro
CC0319;Büro
CC0321;Büro
CC0321A;Seminarraum 122
CC0329;Stiege 4 / Halle
CC0331;Technikschacht
CC0331A;Abstellraum
CC0331C;Aufzug
CC0333;WC Herren
CCEG01;Labor
CCEG01B;Gang
CCEG07;Büro
CCEG11;Büro
CCEG13;Büro
CCEG15;Sozialraum
CCEG15A;Gang
CCEG19;Büro
CCEG21;Büro
CCEG23;Büro
CCEG25;Labor
CCEG29;Stiege 4 / Halle
CCEG31;Technikschacht
CCEG31A;WC Damen
CCEG31C;Aufzug
CCEG33;WC Herren
CCU101;Labor (Forschung)
CCU101A;Gang
CCU105;Bürotechnik
CCU107;Labor
CCU111;Büro
CCU113;Büro
CCU115;Werkstatt, Ätzlabor
CCU117;Werkstatt
CCU119;Werkstatt
CCU121;Übungslabor Dipl.
CCU129;Stiege 4 / Halle
CCU131A;Vorbereitungsraum
CCU131C;Aufzug
CCU201;Garage 1 Abschnitt
CCU231;Technikschacht
CCU231C;Aufzug
CD0101;WC Herren
CD0101A;Gang
CD0102;Labor
CD0102A;Schacht (01-06)
CD0102B;Rauchfänge
CD0103;WC Damen
CD0103A;WC Personal
CD0104;Studentenlabor
CD0105;Medienraum FET
CD0107A;Lager FET
CD0109;Büro FET
CD0110;Büro
CD0110A;Drucker + Fax
CD0111;Sozialraum FET
CD0112;Besprechung / Bibliothek
CD0117;Lernraum FET
CD0120;Magnetlabor
CD0124;Büro
CD0126;Büro
CD0128;Büro
CD0130;Büro
CD0132;Büro
CD0134;Büro
CD0136;Thermografie Labor
CD0140;Werkstatt
CD0144;Photolithographie-Labor
CD0146;Labor
CD0148;Büro
CD0148A;Stiege
CD0201;WC Herren
CD0201A;Gang
CD0202;Abstellraum
CD0203;WC Damen
CD0203A;WC Behinderte
CD0204;Seminarraum 125
CD0205;Etagenverteiler
CD0207A;Bibliothek, Bespr.
CD0208;Werkstatt, Büro
CD0208A;Bibliothek
CD0209;Büro
CD0210A;Vorraum
CD0211;Büro
CD0213;Büro
CD0215;Büro
CD0216;Computerlabor
CD0217;Labor Stromrichter
CD0222;Büro Ass.
CD0224;Büro Prof.
CD0228;Büro
CD0230;Sozialraum
CD0232;Büro Ass.
CD0234;Büro Diss.
CD0236;Büro
CD0238;Büro Prof.
CD0240;Büro
CD0242;Labor Kleinmaschinen
CD0248;Labor 1
CD0248A;Stiege 5
CD0301;WC Herren
CD0301A;Gang
CD0302;Technikraum
CD0303;WC Damen
CD0303A;WC Personal
CD0304;EI 11 Geodäsie HS
CD0305;Büro
CD0307A;Etagenverteiler
CD0307B;Bürotechnik
CD0309;Werkstatt
CD0312;Gis Labor
CD0313;Büro
CD0315;Büro Ass.
CD0317;Büro Ass.
CD0319;Büro Ass.
CD0321;Büro
CD0322;Büro
CD0324;Seminarraum 127
CD0332;Sozialraum, Bibliothek
CD0336;Büro Ass.
CD0338;Büro Ass.
CD0340;Büro Ass.
CD0342;Büro Ass.
CD0344;Sekretariat
CD0348;Büro Prof.
CD0348A;Stiege 5
CD0401;WC Herren
CD0401A;Gang
CD0402;Install.Kammer
CD0403;WC Damen
CD0403A;WC Personal
CD0404;Seminarraum 384
CD0405;Aufenthaltsraum
CD0407A;Bibliothek
CD0408;Büro
CD0408A;Besprechungsraum
CD0409;Büro
CD0410A;Vorraum
CD0411;Büro
CD0412;Büro
CD0415;Büro
CD0419;Büro
CD0420;Büro
CD0422;Archiv
CD0424;Archiv
CD0426;Labor Dipl.
CD0428;Büro
CD0432;Büro
CD0436;Kompressorraum, Geräteraum
CD0438;Packaginglabor
CD0438A;Schleuse
CD0438B;Labor
CD0440A;Labor
CD0442;Dickschichttechnik
CD0442A;Vorraum
CD0444A;Labor
CD0446;Labor
CD0448;Labor
CD0448A;Stiege 5
CD0501;WC Herren
CD0501A;Gang
CD0502;Lagerraum
CD0502B;Rauchfänge
CD0503;WC Damen
CD0503A;WC Personal
CD0504;Büro
CD0504A;Institutsbibliothek
CD0505;Etagenverteiler
CD0508;Diplomanden
CD0509;Büro
CD0511;Büro
CD0512;Serverraum
CD0513;Büro
CD0517;Büro Doz.
CD0519;Büro Doz.
CD0520;Seminarraum 360
CD0521;Büro
CD0526;Messraum
CD0526A;Messraum
CD0528;Büro
CD0530;Büro
CD0532;Sozialraum, Küche
CD0536;Büro
CD0538;Büro
CD0540;Büro Doz.
CD0542;Büro
CD0544;Büro
CD0546;Büro
CD0546A;Bürotechnik
CD0548;Büro
CD0548A;Stiege 5
CD0601;WC Herren, Waschraum
CD0601A;WC Damen, Waschraum
CD0601B;Vorraum
CD0601C;Terrasse
CD0602A;Inst. Schacht (01-06)
CD0602B;Rauchfänge
CD0603;Kontaktraum
CD0603A;Küche
CDEG01;WC Herren
CDEG01A;Reinigungsmaterial
CDEG02A;Klimaraum
CDEG02C;Luftabzug
CDEG03;Mensa - Vorraum
CDEG03A;WC Behinderte
CDEG05;Mensa - WC
CDEG05A;WC Damen
CDEG07;Lager
CDEG07A;Buffet
CDEG08;EI 8 Pötzl HS
CDEG09;Aula
CDEG11;Abstellraum
CDEG11A;Stiege
CDEG11B;Abstellraum
CDEG12A;Garderobe
CDEG13;EI 7 Hörsaal
CDEG18;TU.it Internet-Raum
CDEG18A;Rampe, Gang
CDEG40;Müllplatz
CDEG40A;Müllplatz
CDEG42;Optolabor 2
CDEG42A;Vorraum
CDEG42B;Bad
CDEG42C;WC
CDEG44;Optolabor 1
CDEG44A;Lager
CDEG48A;Stiege
CDU111;Garderobe f.Heizer
CDU111A;Stiege
CDU111B;Waschraum
CDU111C;Elektro.Schaltzentr.
CDU111D;Archiv
CDU142;Werkstatt
CDU150;Lager
CDU201;Werkstatt
CDU201B;Schleuse
CDU202B;Rauchfänge
CDU204;Heizraum
CDU211;Aufenthaltsraum
CDU211A;Vorraum
CDU212;Pumpenraum, Lager
CDU215;Klimazentrale
CDU216;Kaeltemaschinenraum
CDU225A;Lüftungszentrale
CDZE01;Mensa - Garderobe
CDZE01A;Mensa - Das Buffet Lager
CDZE04;TU.it Internet-Raum
CDZE05;Umkleideraum
CDZE13;Projektionsraum
CDZE13A;Geblaeseraum
CEU201A;Garage 2 Abschnitt
CEU201B;Garage 3 Abschnitt
CF0101;Stiege 6, Gang
CF0101A;Aufzug
CF0102;Sozialraum, Küche
CF0102A;1 WC
CF0104;Büro
CF0105;Büro
CF0105A;Gang
CF0106;Büro
CF0107;Büro
CF0108;Büro
CF0109;Sekretariat
CF0110;Büro Prof.
CF0111;Büro Prof.
CF0114;Büro
CF0115;Büro
CF0117;Besprechung / Bibliothek
CF0123;Stiege 7, Gang
CF0123A;Aufzug
CF0124;Steuerungslabor
CF0125;Messlabor
CF0125A;Vorraum
CF0125B;EDV-Verteiler
CF0126;Stiege 8, Gang
CF0127;Büro
CF0127A;Gang
CF0131;Büro
CF0132;3 WC Herren
CF0132A;1 WC Damen / Behinderte
CF0133;Büro
CF0134;Gang
CF0135;Labor 1
CF0141;Labor 2
CF0142;Büro
CF0146;Messlabor
CF0147;Büro
CF0153;Seminarraum 354
CF0157;Stiege 9
CF0161;Gang
CF0201;Stiege 6, Gang
CF0201A;Aufzug
CF0202;2 WC Herren
CF0202A;1 WC Damen
CF0202B;Vorraum
CF0202C;1 WC Behinderte
CF0204;Gang
CF0205;EI 3 Sahulka HS
CF0213;EI 3A Hörsaal
CF0216;Gang
CF0217;Büro
CF0221;EDV-Lager
CF0221A;Vorraum
CF0221B;Lager
CF0223;Stiege 7, Gang
CF0223A;Aufzug
CF0224;Werkstatt
CF0225;Büro
CF0225A;Vorraum
CF0225B;Lüftungszentrale
CF0225C;Vorbereitungsraum Hörsaal
CF0226;Stiege 8, Gang
CF0229;EI 5 Hochenegg HS
CF0232;3 WC Herren
CF0232A;1 WC Damen, Behinderte
CF0234;Gang
CF0235;EI 2 Pichelmayer HS
CF0235A;Stiege Abstellraum
CF0235B;Abstellraum
CF0241;Klimageräte F. Hs
CF0242;EI 1 Petritsch HS
CF0243;Klimagerät
CF0243A;Zugang, Stiege
CF0245;EI 4 Reithoffer HS
CF0253;Antennenmessraum
CF0257;Stiege 9
CF0261;Gang
CF0301;Stiege 6, Gang
CF0301A;Aufzug
CF0302;Labor
CF0302A;2 WC Damen
CF0304;Labor
CF0305;Labor
CF0305A;Gang
CF0306;Büro
CF0308;Labor
CF0309;TU.it Internet-Raum
CF0310;Labor
CF0313;TU.it Internet-Raum
CF0314;Labor
CF0315;TU.it Internet-Raum
CF0316;Büro
CF0316A;Vorraum
CF0317;TU.it Internet-Raum
CF0317A;EDV-Verteiler
CF0318;Büro
CF0320;Büro
CF0322;Gang
CF0323;Stiege 7, Gang
CF0323A;Aufzug
CF0324;Büro
CF0325;Büro Prof.
CF0325A;Gang
CF0326;Stiege 8, Gang
CF0327;Computerraum
CF0329;Büro Dipl.
CF0331;Büro
CF0332;2 WC Herren
CF0332A;1 WC Damen
CF0332B;Reinigungsmaterial
CF0333;Büro Prof.
CF0334;Gang
CF0335;Seminarraum
CF0339;Büro
CF0341;Seminarraum
CF0342;Büro Prof.
CF0345;Büro Prof.
CF0349;Sekretariat
CF0351;Büro
CF0351A;Vorraum
CF0353;Büro
CF0353A;Vorraum
CF0355;Büro
CF0355A;Abstellraum
CF0357;Stiege 9, Gang
CF0361;Sekretariat
CF0365;Kopierraum
CF0401;Dachboden
CF0401A;Maschinenraum Aufzug
CF0405;Dachboden
CF0407;Klimatechnik
CF0415;Lager bzw. Firm. Quat.
CF0415A;Dachbodenzugang
CF0416;Büro
CF0417;Sekretariat
CF0418;Büro
CF0419;Büro Prof.
CF0420;Büro
CF0421;Vorraum
CF0423;Stiege 7, Gang
CF0423A;Aufzug
CF0424;Büro
CF0424A;Büro
CF0425;Besprechung, Küche
CF0425A;Gang
CF0426;Übungslabor
CF0429;Büro
CF0429A;Gang
CF0432;1 WC Herren
CF0432A;Kopierraum
CF0432B;1 WC Damen
CF0432C;Vorraum
CF0432D;Vorraum
CF0434;Büro
CF0435;Büro
CF0436;Büro
CF0437;Büro
CF0439;Büro
CF0440;Büro
CF0440A;Lager
CF0441;Büro
CF0441A;Gang
CF0442;Büro
CF0442A;Vorraum
CF0444;Büro
CF0445;Büro
CF0445A;Gang
CF0446;Büro
CF0447;Büro
CF0447A;Gang
CF0449;Büro
CF0451;Bibliothek
CF0451A;Gang
CF0453;EI 6 Eckert HS
CF0457;Stiege 9, Gang
CF0461;Gang
CF0465;Gang
CFDG23A;Maschinenraum Aufzug
CFEG01;Stiege 6, Gang
CFEG01A;Aufzug
CFEG02;Werkstatt
CFEG02A;Gasflaschenlager
CFEG04;Werkstatt
CFEG05;Gang
CFEG16;Büro
CFEG17;Werkstatt
CFEG22;Vorraum
CFEG23;Stiege 7
CFEG23A;Aufzug
CFEG24;Büro
CFEG25;Labor
CFEG26;Stiege 8, Gang
CFEG29;HF-Labor 1
CFEG32;1 WC Herren, Waschraum
CFEG32A;1 WC Damen, Waschraum
CFEG32B;Reinigungsmaterial
CFEG33;Labor 2
CFEG34;Gang
CFEG35;Aula
CFEG37;Windfang
CFEG41;Büro
CFEG42;Büro
CFEG42A;Archiv
CFEG43;Labor
CFEG47;Labor (V4R-GH25)
CFEG53;Krabbelstube
CFEG53A;Krabbelstube Dusche
CFEG55;Krabbelstube
CFEG55A;Krabbelstube Vorraum
CFEG55B;1 WC Krabbelstube
CFEG57;Stiege 9, Gang
CFEG61;Gang
CFSO01;Stiege 6, Gang
CFSO01A;Aufzug
CFSO02;Labor
CFSO02A;Geräteraum
CFSO03;Geräteraum
CFSO05;Labor, Maschinenraum
CFSO16;Stromversorgungsraum
CFSO17;Werkstatt
CFSO20;Gang
CFSO23;Stiege 7, Gang
CFSO23A;Aufzug
CFSO24;Garderobe, Waschraum
CFSO24A;Gang vor Stiege 8
CFSO25;Büro Dipl.
CFSO25A;Gang
CFSO26;Stiege 8
CFSO26A;Gang
CFSO28;Lager
CFSO29;Büro
CFSO30;Lager
CFSO32;Reinigungsmaterial
CFSO32A;1 WC Herren, Waschraum
CFSO32B;Reinigungsmaterial
CFSO34;Gang
CFSO35A;Stiege
CFSO39A;Stiege
CFSO40;Vorraum
CFSO41;Lager
CFSO41A;Stiege
CFSO41B;Telefonverteiler
CFSO42;Labor
CFSO43;Gallerie Hochspannungsraum
CFSO57;Stiege 9
CFSO57A;Lager
CFSO57B;1 WC
CFSO61;Hochspannungsraum
CFU101;Stiege 6, Gang
CFU101A;Aufzug
CFU102;Prüfraum Hydraulik
CFU102A;Prüfraum Hydraulik
CFU103;Lager
CFU104;Abstellraum
CFU105;Lager
CFU105A;EDV-Verteiler
CFU105B;Abstellraum
CFU107;Gang
CFU108;Umformerstation
CFU109;Abstellraum
CFU110;Lager
CFU110A;Lager
CFU110B;Abstellraum
CFU111;Heizungsverteiler
CFU112;Lager
CFU114;Vorraum
CFU114A;Abstellraum
CFU114B;Abstellraum
CFU114C;Abstellraum
CFU115;Lüftungsanlage
CFU117;Hochspannungsraum
CFU117A;Abstellraum
CFU123;Stiege 7, Gang
CFU123A;Aufzug
CFU123B;Lager unter der Stiege
CFU124;Lager
CFU125;Niederspannungsraum
CFU126;Lager
CFU127;Lager
CFU127A;Vorraum
CFU129;Lager f. Heizer
CFU129A;Gang
CFU131A;Vorraum
CFU132;Haustechnik
CFU132A;Haustechnik
CFU135;Lager
CFU135A;Lager, Stiege
CFU135B;Lager
CFU135C;Lager
CFU135D;Lager
CFU137;Lager
CFU139;Lager (E317)
CFU139A;Lager, Stiege
CFU139B;Lager
CFU141;Gas / Wasserzähler
CFU142;Lager
CFU143;Gr.Hochspannungsr.(Aufsichtr.)
CFU145;Gr.Hochspannungsraum
CFU145A;E-Verteiler
CFU157;Gr.Hochspannungsraum
CFU159;Stiege 9, Gang
CFU159A;WC
CFU161;E-Verteiler Kommunkikationsr.
CFU223A;Auffanggrube
CFU224;Lager Gr.Hochspannungsraum
